reference,reader,id,protocol,seed,role,S,Ephi,ET,EV,EI,bottom_current_NRMSE,power_trace_NRMSE,energy_error,local_joule_NRMSE,native_240_local_q_NRMSE,strict
old,fine,shorter/43/E,shorter,43,E,0.0010735156249999998,0.018619221717954475,0.010960980041449084,0.0011580398553303196,0.007261687336759391,0.007261687336763054,0.007233155372117967,0.002893814756030272,0.06328570035750694,,False
old,fine,shorter/43/F,shorter,43,F,0.001197734375,0.0233632244353989,0.0114088216040331,0.004608750413529318,0.03005196815083642,0.030051968150835065,0.031099994333820886,0.003848431958668747,0.1507221633029725,,False
old,fine,shorter/B_E,shorter,,B_E,0.0015754687500000003,0.02552352964250399,0.012800189053165364,0.002829521752748709,0.018834335606125907,0.018834335606125185,0.019271423256033596,0.01349806333613533,0.11209514399081504,,False
old,fine,shorter/29/D_E,shorter,29,D_E,0.0010574999999999998,0.018570546502962307,0.010904924970924842,0.001556720435325388,0.009878379299122032,0.00987837929912347,0.009971691831054548,0.004361532031933101,0.06865083146055373,,False
old,fine,shorter/43/D_E,shorter,43,D_E,0.0010828125,0.0185697479002711,0.010868800491784725,0.001070946524642066,0.006659981180908426,0.006659981180909493,0.006509792322315597,0.001975066600994578,0.06229747382641537,,False
refined,coarse,original/29/E,original,29,E,0.001026328125,0.020042740206674476,0.010657336493552662,0.0013198739890158714,0.008779977108918058,0.008779977108921682,0.008845132418566175,0.0031181809841656855,0.047710979452963986,,False
refined,coarse,original/29/F,original,29,F,0.001220625,0.023948308537485443,0.010986504586469876,0.0025971506208735166,0.016845376811265418,0.01684537681126619,0.01725040462306236,0.001975330419135011,0.09218301284505061,,False
refined,coarse,original/43/E,original,43,E,0.001128359375,0.021642673019008584,0.010380526649104068,0.002383562069163395,0.01592263658522475,0.015922636585227124,0.016155682579659596,0.006936765789933076,0.07909094342969357,,False
refined,coarse,original/43/F,original,43,F,0.0012490625000000002,0.024490240646485043,0.010511225718101758,0.004664011170049807,0.03083367519089245,0.030833675190894857,0.03190837367974663,0.012561070730575535,0.1280579437250869,,False
refined,coarse,original/B_E,original,,B_E,0.0014003125,0.023631555075184097,0.01342231856258858,0.0024878868372018702,0.016784115904325957,0.016784115904323122,0.017056146529135074,0.011488281044020427,0.09640622759371782,,False
refined,coarse,shorter/29/E,shorter,29,E,0.001082265625,0.018985544417578576,0.011058679432145979,0.001588242723186819,0.010094377330916192,0.010094377330918839,0.010169127395583616,0.0031642290476377893,0.05650492306594186,,False
refined,coarse,shorter/29/F,shorter,29,F,0.0012585937500000002,0.023830201907113074,0.011745700496220432,0.003741229158240637,0.02284658276942876,0.022846582769430086,0.023513727210381478,0.007355638760865776,0.11304663409087722,,False
refined,coarse,shorter/43/E,shorter,43,E,0.0010675781250000002,0.018581117433486314,0.010990276367360127,0.0010965397647056808,0.0069550749659885586,0.0069550749659893695,0.006891598773290862,0.0019149882802299975,0.04783553686306185,,False
refined,coarse,shorter/43/F,shorter,43,F,0.0011950781250000004,0.02333617624104989,0.011446278806350622,0.004595274780679757,0.02999654983492931,0.029996549834930386,0.03103574748176868,0.002861685461407761,0.14397305760965676,,False
refined,coarse,shorter/B_E,shorter,,B_E,0.00157453125,0.025504228959598335,0.01291774799709429,0.0029573788575261973,0.019691426256249034,0.019691426256249388,0.020142086809430332,0.01477629511692948,0.11229127154546015,,False
refined,coarse,shorter/29/E_C,shorter,29,E_C,0.000981328125,0.017533513554061277,0.01045555243676333,0.001536596694286078,0.009866780999710606,0.009866780999711276,0.009968737724606467,0.005126419117121799,0.05568871238263938,,False
refined,coarse,shorter/29/E_R,shorter,29,E_R,0.0010056250000000002,0.017700935047563017,0.010498835817490228,0.0014647872142442755,0.00951525379857381,0.009515253798575795,0.009606869308288152,0.004435330022953811,0.05435330162903804,,False
refined,coarse,shorter/29/E_I,shorter,29,E_I,0.0009482031250000002,0.017250773434514036,0.01050085803438248,0.0014383972759337922,0.009199367632606167,0.009199367632607995,0.00921949024201314,0.00447185999901643,0.05337187533213441,,False
refined,coarse,shorter/43/E_C,shorter,43,E_C,0.0009685937500000002,0.016923132561674447,0.010429099663088219,0.0009967171102116255,0.0063478854031876406,0.0063478854031840315,0.006313000812156097,0.001798590396393012,0.04792135452167005,,False
refined,coarse,shorter/43/E_R,shorter,43,E_R,0.000968984375,0.016816502869890233,0.01048730891677874,0.0009689921301932509,0.006093890034870747,0.006093890034868439,0.0060118232478703106,0.0014161059854360702,0.048562526843899674,,False
refined,coarse,shorter/43/E_I,shorter,43,E_I,0.001000859375,0.017264731147775072,0.010536352024977099,0.0009372062635632852,0.005920638870709651,0.005920638870709044,0.005850365969979421,0.0012553235973087372,0.04679995742175712,,True
refined,coarse,shorter/29/D_E,shorter,29,D_E,0.00105375,0.01856234832609093,0.010947855893840926,0.00148434103353818,0.009487114703114433,0.009487114703114427,0.009548851348813068,0.0033339751388707243,0.054010120379563,,False
refined,coarse,shorter/43/D_E,shorter,43,D_E,0.0010759375,0.01852352016924103,0.010899241148844796,0.001017826961636769,0.006410764956458992,0.006410764956456984,0.006222855090869951,0.0009952270116649477,0.04739457316653451,,False
refined,fine,original/29/E,original,29,E,0.001026328125,0.020042740206674476,0.010657336493552662,0.0014091331533632478,0.009305364296894176,0.009305364296896037,0.00941556504008618,0.004429371002299008,0.06568583953403288,,False
refined,fine,original/29/F,original,29,F,0.001220625,0.023948308537485443,0.010986504586469876,0.002636120491379572,0.017067695416740025,0.017067695416740435,0.017499474030033272,0.003312031101218161,0.10125032799620112,,False
refined,fine,original/43/E,original,43,E,0.001128359375,0.021642673019008584,0.010380526649104068,0.0024803575077648435,0.01653270585741702,0.01653270585741838,0.01681855988843464,0.00824496113195777,0.09452026372448184,,False
refined,fine,original/43/F,original,43,F,0.0012490625000000002,0.024490240646485043,0.010511225718101758,0.004746542266500061,0.03137066354592941,0.031370663545929614,0.032478719998547005,0.013882891852590935,0.13942392119122593,,False
refined,fine,original/B_E,original,,B_E,0.0014003125,0.023631555075184097,0.01342231856258858,0.002333738095838483,0.01570459754391195,0.015704597543910265,0.015960880520290426,0.00991631831121881,0.09793961295127307,,False
refined,fine,shorter/29/E,shorter,29,E,0.001082265625,0.018985544417578576,0.011058679432145979,0.0016766039644284742,0.01062486409330813,0.0106248640933055,0.01075128438766661,0.00447791813487665,0.07081203162264514,,False
refined,fine,shorter/29/F,shorter,29,F,0.0012585937500000002,0.023830201907113074,0.011745700496220432,0.003799421802304657,0.02326614683704054,0.0232661468370422,0.02396113369097898,0.008658437590977968,0.11906426984882493,,False
refined,fine,shorter/43/E,shorter,43,E,0.0010675781250000002,0.018581117433486314,0.010990276367360127,0.0011786904323377728,0.007430369163148216,0.007430369163151914,0.007430462496268339,0.0031819880424385407,0.06349392344131341,,False
refined,fine,shorter/43/F,shorter,43,F,0.0011950781250000004,0.02333617624104989,0.011446278806350622,0.004620058526540493,0.030141146397592092,0.03014114639759072,0.03119881750414356,0.004136879546476125,0.15106087899875156,,False
refined,fine,shorter/B_E,shorter,,B_E,0.00157453125,0.025504228959598335,0.01291774799709429,0.002781517003844739,0.018495641250604506,0.018495641250603746,0.018925925881032354,0.013214600121033444,0.11106886924052557,,False
refined,fine,shorter/29/D_E,shorter,29,D_E,0.00105375,0.01856234832609093,0.010947855893840926,0.0015827705824150754,0.010074920589432214,0.010074920589433566,0.010193188011896644,0.004650127054825024,0.06892490643608463,,False
refined,fine,shorter/43/D_E,shorter,43,D_E,0.0010759375,0.01852352016924103,0.010899241148844796,0.0010836272525398824,0.0067699933372236355,0.006769993337224805,0.006649581571776879,0.0022629758926794533,0.06237407454145363,,False
spatial,coarse,original/29/E,original,29,E,0.0011057031250000001,0.021062069554395317,0.01102030069488648,0.0012999153788749982,0.008465441888275452,0.008465441888279055,0.008486387674130609,0.0019827251193337754,0.05802674878083643,,False
spatial,coarse,original/29/F,original,29,F,0.0012865625,0.02474980346122313,0.011331634042679697,0.002568755182945587,0.016541657641857315,0.016541657641858172,0.016910838300866635,0.0008411681769303136,0.09729879506202313,,False
spatial,coarse,original/43/E,original,43,E,0.001189140625,0.022457532935059307,0.010742079394001928,0.0023299300023880204,0.01544880144102157,0.01544880144102405,0.015630704964583457,0.005796987568478327,0.08175342149722084,,False
spatial,coarse,original/43/F,original,43,F,0.0013009375,0.025164809697257158,0.010795154574735361,0.004589386972153883,0.030253100315378777,0.030253100315381233,0.0312907269680883,0.01141492621036206,0.12847378003769064,,False
spatial,coarse,original/B_E,original,,B_E,0.00136015625,0.023309587224554878,0.013568044818113542,0.0025779520204230275,0.017264567500705853,0.0172645675007028,0.01753497508336308,0.01260720347013221,0.10622455176669056,,False
spatial,coarse,shorter/29/E,shorter,29,E,0.0011464843750000002,0.01993633340127953,0.011343039201857766,0.0015605316421785141,0.00975298738683878,0.00975298738684141,0.00978039076253178,0.0020785450110838125,0.06476795516469876,,False
spatial,coarse,shorter/29/F,shorter,29,F,0.0013104687500000004,0.024449647007894794,0.012000917463713005,0.003691950463208173,0.02240498706115694,0.022404987061158316,0.02303996812831894,0.006265418531249344,0.11771442321870611,,False
spatial,coarse,shorter/43/E,shorter,43,E,0.001155078125,0.01976311723656693,0.011319799708226538,0.0010972291996580975,0.0067156259861846,0.0067156259861850835,0.006593615019317134,0.0008306562463887519,0.058265980966956836,,False
spatial,coarse,shorter/43/F,shorter,43,F,0.0012627343750000002,0.024099285343406142,0.01174756335359894,0.004571108087948211,0.029740114569838987,0.02974011456984011,0.030754111731377244,0.0017763288555300613,0.14600348348271483,,False
spatial,coarse,shorter/B_E,shorter,,B_E,0.0015368750000000003,0.025216843763017884,0.013065281860570451,0.0030660242077629758,0.020285904848959126,0.020285904848959445,0.020738172495798728,0.015842562850420724,0.12165501816270842,,False
spatial,coarse,shorter/29/E_C,shorter,29,E_C,0.001052109375,0.01852885290976995,0.010760928408736978,0.0014753837952248725,0.009316379495417273,0.009316379495417939,0.009363638888103293,0.0040386114816859655,0.06006751871126941,,False
spatial,coarse,shorter/29/E_R,shorter,29,E_R,0.0010726562500000003,0.018704592080955998,0.010812143854925037,0.0014122137205450718,0.009018310668920252,0.009018310668922312,0.00905697236748206,0.0033482703252689944,0.05931811795201647,,False
spatial,coarse,shorter/29/E_I,shorter,29,E_I,0.0010074218750000003,0.01821330593242985,0.010798699968284564,0.0013846394863383713,0.008687021149183589,0.008687021149185088,0.008644024114846074,0.0033847607664172726,0.058369332510004174,,False
spatial,coarse,shorter/43/E_C,shorter,43,E_C,0.0010532812500000002,0.018118895694213072,0.010742802698964455,0.0009975489959728808,0.0061013644702233635,0.006101364470219406,0.006005158817898736,0.0007143843352696038,0.05772508460710059,,False
spatial,coarse,shorter/43/E_R,shorter,43,E_R,0.001053515625,0.01799640772959676,0.010813946702712619,0.000977904804091912,0.005893828080926866,0.005893828080924707,0.005749079377094332,0.00033231387170749806,0.058608298386961195,,False
spatial,coarse,shorter/43/E_I,shorter,43,E_I,0.001085234375,0.018466417039323953,0.010867138677495902,0.0009521717079435652,0.00576119559397907,0.005761195593978413,0.00563229264067391,0.00017170549185029107,0.057666022880949235,,False
spatial,coarse,shorter/29/D_E,shorter,29,D_E,0.00111796875,0.01946825523555875,0.011236606277455402,0.0014540006629015047,0.009125847587117182,0.009125847587117005,0.009137111634992113,0.0022481073929936043,0.06260526652200725,,False
spatial,coarse,shorter/43/D_E,shorter,43,D_E,0.0011639062500000002,0.01970853086562979,0.011226646694204848,0.0010375966026955129,0.006282642903252106,0.006282642903250118,0.006036280322833355,8.810960178768423e-05,0.05852818483425787,,False
spatial,fine,original/29/E,original,29,E,0.0011057031250000001,0.021062069554395317,0.01102030069488648,0.0013340045348518412,0.008832640170093504,0.008832640170095735,0.00889983173255572,0.003292430966983277,0.04846448062133062,0.04999254261650923,False
spatial,fine,original/29/F,original,29,F,0.0012865625,0.02474980346122313,0.011331634042679697,0.0025784142998757677,0.01667333036895918,0.01667333036895981,0.017070044695317803,0.0021763558123378377,0.09019756568945105,0.09273397788386933,False
spatial,fine,original/43/E,original,43,E,0.001189140625,0.022457532935059307,0.010742079394001928,0.0023970854080102564,0.01597847719554541,0.015978477195546646,0.016215560344076858,0.00710370212977189,0.07981139989885502,0.08291598319062608,False
spatial,fine,original/43/F,original,43,F,0.0013009375,0.025164809697257158,0.010795154574735361,0.004656780697039262,0.030748353571519976,0.030748353571520164,0.03182073988869371,0.01273525112826741,0.12866683591411585,0.13041463646918314,False
spatial,fine,original/B_E,original,,B_E,0.00136015625,0.023309587224554878,0.013568044818113542,0.0023960486730168025,0.01611206906034669,0.016112069060344483,0.01636592244715388,0.011037020083312045,0.09167193787367656,0.09378346542452791,False
spatial,fine,shorter/29/E,shorter,29,E,0.0011464843750000002,0.01993633340127953,0.011343039201857766,0.0016035756891280488,0.010155780433280285,0.010155780433277767,0.010236978192969806,0.003390812345802286,0.055495696303370354,0.05652973453176277,False
spatial,fine,shorter/29/F,shorter,29,F,0.0013104687500000004,0.024449647007894794,0.012000917463713005,0.003730716237014975,0.02276811779210797,0.022768117792109625,0.023432310014602054,0.007566807394925595,0.11108544232848135,0.11335299619796405,False
spatial,fine,shorter/43/E,shorter,43,E,0.001155078125,0.01976311723656693,0.011319799708226538,0.00111391957420713,0.0070045995877591714,0.007004599587763097,0.006946930546888452,0.0020962847860433826,0.04767007775214124,0.04875318429184739,False
spatial,fine,shorter/43/F,shorter,43,F,0.0012627343750000002,0.024099285343406142,0.01174756335359894,0.0045796855898525635,0.029837756811061326,0.029837756811059733,0.030871099871096888,0.003050142849660585,0.14347234608251525,0.14566201002555745,False
spatial,fine,shorter/B_E,shorter,,B_E,0.0015368750000000003,0.025216843763017884,0.013065281860570451,0.0028689057277241133,0.019042945759834062,0.0190429457598333,0.019474969848636798,0.014282558013800616,0.10741173993663813,0.10997375248114094,False
spatial,fine,shorter/29/D_E,shorter,29,D_E,0.00111796875,0.01946825523555875,0.011236606277455402,0.0015045094758018391,0.00958121770678859,0.009581217706789888,0.009651936883594657,0.003562834891007696,0.053019097789808456,0.05412154020976491,False
spatial,fine,shorter/43/D_E,shorter,43,D_E,0.0011639062500000002,0.01970853086562979,0.011226646694204848,0.0010319313189606962,0.006429467456247134,0.00642946745624798,0.0062450332888229956,0.0011782672459319506,0.04688473486209639,0.047888929998207486,False
