reference,reader,seed,comparison,metric,candidate,control,signed_candidate_minus_control,relative_error_reduction
spatial,fine,43,E_vs_F_cov,S,0.001155078125,0.001427578125,-0.00027249999999999996,0.19088272314343568
spatial,fine,43,E_vs_F_cov,Ephi,0.01976311723656693,0.02443368588145337,-0.004670568644886439,0.1911528480617687
spatial,fine,43,E_vs_F_cov,ET,0.011319799708226538,0.01187904729149679,-0.0005592475832702521,0.047078487823730586
spatial,fine,43,E_vs_F_cov,EV,0.00111391957420713,0.003269140964683902,-0.002155221390476772,0.6592622997170645
spatial,fine,43,E_vs_F_cov,EI,0.0070045995877591714,0.02094236005946979,-0.013937760471710619,0.6655295980076608
spatial,fine,43,E_vs_F_cov,bottom_current_NRMSE,0.007004599587763097,0.020942360059472677,-0.01393776047170958,0.6655295980075193
spatial,fine,43,E_vs_F_cov,power_trace_NRMSE,0.006946930546888452,0.02094358709755491,-0.01399665655066646,0.6683027356044715
spatial,fine,43,E_vs_F_cov,local_joule_NRMSE,0.04767007775214124,0.11423318769549934,-0.0665631099433581,0.582695023102998
spatial,fine,43,F_cov_vs_E,S,0.001427578125,0.001155078125,0.00027249999999999996,-0.2359147784917146
spatial,fine,43,F_cov_vs_E,Ephi,0.02443368588145337,0.01976311723656693,0.004670568644886439,-0.2363275281413939
spatial,fine,43,F_cov_vs_E,ET,0.01187904729149679,0.011319799708226538,0.0005592475832702521,-0.04940437089746608
spatial,fine,43,F_cov_vs_E,EV,0.003269140964683902,0.00111391957420713,0.002155221390476772,-1.9348087962372182
spatial,fine,43,F_cov_vs_E,EI,0.02094236005946979,0.0070045995877591714,0.013937760471710619,-1.989801172370714
spatial,fine,43,F_cov_vs_E,bottom_current_NRMSE,0.020942360059472677,0.007004599587763097,0.01393776047170958,-1.9898011723694506
spatial,fine,43,F_cov_vs_E,power_trace_NRMSE,0.02094358709755491,0.006946930546888452,0.01399665655066646,-2.0147972483956385
spatial,fine,43,F_cov_vs_E,local_joule_NRMSE,0.11423318769549934,0.04767007775214124,0.0665631099433581,-1.396328956907737
spatial,fine,43,F_cov_vs_F,S,0.001427578125,0.0012627343750000002,0.00016484374999999984,-0.1305450720782031
spatial,fine,43,F_cov_vs_F,Ephi,0.02443368588145337,0.024099285343406142,0.0003344005380472269,-0.01387595247253759
spatial,fine,43,F_cov_vs_F,ET,0.01187904729149679,0.01174756335359894,0.0001314839378978496,-0.011192443397853191
spatial,fine,43,F_cov_vs_F,EV,0.003269140964683902,0.0045796855898525635,-0.0013105446251686615,0.28616475944822506
spatial,fine,43,F_cov_vs_F,EI,0.02094236005946979,0.029837756811061326,-0.008895396751591535,0.29812551955292677
spatial,fine,43,F_cov_vs_F,bottom_current_NRMSE,0.020942360059472677,0.029837756811059733,-0.008895396751587056,0.29812551955279254
spatial,fine,43,F_cov_vs_F,power_trace_NRMSE,0.02094358709755491,0.030871099871096888,-0.009927512773541976,0.3215794971670778
spatial,fine,43,F_cov_vs_F,local_joule_NRMSE,0.11423318769549934,0.14347234608251525,-0.029239158387015907,0.20379647496807218
spatial,fine,43,F_cov_vs_B_E,S,0.001427578125,0.0015368750000000003,-0.00010929687500000024,0.07111630744204978
spatial,fine,43,F_cov_vs_B_E,Ephi,0.02443368588145337,0.025216843763017884,-0.0007831578815645154,0.031056935155107213
spatial,fine,43,F_cov_vs_B_E,ET,0.01187904729149679,0.013065281860570451,-0.001186234569073661,0.09079288007200081
spatial,fine,43,F_cov_vs_B_E,EV,0.003269140964683902,0.0028689057277241133,0.0004002352369597887,-0.139507977934602
spatial,fine,43,F_cov_vs_B_E,EI,0.02094236005946979,0.019042945759834062,0.001899414299635728,-0.09974372261470332
spatial,fine,43,F_cov_vs_B_E,bottom_current_NRMSE,0.020942360059472677,0.0190429457598333,0.0018994142996393779,-0.09974372261489894
spatial,fine,43,F_cov_vs_B_E,power_trace_NRMSE,0.02094358709755491,0.019474969848636798,0.0014686172489181137,-0.07541050180475195
spatial,fine,43,F_cov_vs_B_E,local_joule_NRMSE,0.11423318769549934,0.10741173993663813,0.006821447758861204,-0.0635074691359172
spatial,fine,43,F_cov_vs_D_E,S,0.001427578125,0.0011639062500000002,0.0002636718749999998,-0.2265404752315745
spatial,fine,43,F_cov_vs_D_E,Ephi,0.02443368588145337,0.01970853086562979,0.00472515501582358,-0.2397517627284893
spatial,fine,43,F_cov_vs_D_E,ET,0.01187904729149679,0.011226646694204848,0.0006524005972919425,-0.058111795539865785
spatial,fine,43,F_cov_vs_D_E,EV,0.003269140964683902,0.0010319313189606962,0.002237209645723206,-2.1679830862933773
spatial,fine,43,F_cov_vs_D_E,EI,0.02094236005946979,0.006429467456247134,0.014512892603222655,-2.257246451900357
spatial,fine,43,F_cov_vs_D_E,bottom_current_NRMSE,0.020942360059472677,0.00642946745624798,0.014512892603224697,-2.2572464519003774
spatial,fine,43,F_cov_vs_D_E,power_trace_NRMSE,0.02094358709755491,0.0062450332888229956,0.014698553808731916,-2.3536389846053423
spatial,fine,43,F_cov_vs_D_E,local_joule_NRMSE,0.11423318769549934,0.04688473486209639,0.06734845283340295,-1.436468672191432
