step,time,residual_inf,residual_rate_inf,iterations,linear_solves,residual_evaluations,jacobian_evaluations,decrease_rejections,phase_min,phase_max
1036,1.68375,1.8741976829002305e-13,5.997432585280738e-10,2,2,5,3,0,6.3825926357988995e-09,0.7629414744536241
1037,1.6840625,1.8752517984624295e-13,6.000805755079774e-10,2,2,5,3,0,6.365245884910025e-09,0.7624953181420633
1038,1.6843750000000002,1.8758294071698212e-13,6.002654102943428e-10,2,2,5,3,0,6.347945013724829e-09,0.7620484793856457
1039,1.6846875000000001,1.876856417677708e-13,6.005940536568666e-10,2,2,5,3,0,6.330689910335006e-09,0.7616009582598553
1040,1.685,1.8774356526883584e-13,6.007794088602747e-10,2,2,5,3,0,6.313480463037486e-09,0.7611527548465237
1041,1.6853125000000002,1.878189444248779e-13,6.010206221596093e-10,2,2,5,3,0,6.2963165603337074e-09,0.7607038692337929
1042,1.6856250000000002,1.879317285558707e-13,6.013815313787862e-10,2,2,5,3,0,6.279198090928871e-09,0.760254301516078
1043,1.6859375,1.8797845766950483e-13,6.015310645424155e-10,2,2,5,3,0,6.262124943731233e-09,0.759804051794028
1044,1.68625,1.8808048109393571e-13,6.018575395005943e-10,2,2,5,3,0,6.24509700785135e-09,0.7593531201744869
1045,1.6865625000000002,1.8817076802984944e-13,6.021464576955182e-10,2,2,5,3,0,6.2281141726014906e-09,0.7589015067704526
1046,1.6868750000000001,1.8827468880808218e-13,6.02479004185863e-10,2,2,5,3,0,6.21117632749495e-09,0.7584492117010369
1047,1.6871875,1.8833350677593952e-13,6.026672216830065e-10,2,2,5,3,0,6.1942833622454015e-09,0.7579962350914238
1048,1.6875,1.8843319916569956e-13,6.029862373302386e-10,2,2,5,3,0,6.17743516676629e-09,0.7575425770728268
1049,1.6878125000000002,1.8850502755962673e-13,6.032160881908055e-10,2,2,5,3,0,6.160631631170245e-09,0.7570882377824466
1050,1.688125,1.8858439115865266e-13,6.034700517076885e-10,2,2,5,3,0,6.1438726457685115e-09,0.7566332173634277
1051,1.6884375,1.886404986210788e-13,6.036495955874521e-10,2,2,5,3,0,6.12715810107042e-09,0.7561775159648133
1052,1.6887500000000002,1.8869872027774126e-13,6.03835904888772e-10,2,2,5,3,0,6.11048788778279e-09,0.7557211337415017
1053,1.6890625000000001,1.8878607986778928e-13,6.041154555769257e-10,2,2,5,3,0,6.0938618968094805e-09,0.7552640708542006
1054,1.689375,1.8884893648873913e-13,6.043165967639652e-10,2,2,5,3,0,6.077280019250868e-09,0.7548063274693808
1055,1.6896875000000002,1.8895239648104856e-13,6.046476687393554e-10,2,2,5,3,0,6.0607421464033874e-09,0.7543479037592307
1056,1.6900000000000002,1.889951411516988e-13,6.047844516854362e-10,2,2,5,3,0,6.044248169759076e-09,0.7538887999016085
1057,1.6903125,1.8908049496772772e-13,6.050575838967287e-10,2,2,5,3,0,6.0277979810050905e-09,0.7534290160799951
1058,1.690625,1.8912470331131082e-13,6.051990505961946e-10,2,2,5,3,0,6.011391472023355e-09,0.7529685524834463
1059,1.6909375,1.891929809431231e-13,6.054175390179939e-10,2,2,5,3,0,5.995028534890138e-09,0.7525074093065443
1060,1.6912500000000001,1.8926684221612367e-13,6.056538950915957e-10,2,2,5,3,0,5.978709061875671e-09,0.7520455867493484
1061,1.6915625,1.8932080837925913e-13,6.058265868136292e-10,2,2,5,3,0,5.9624329454437475e-09,0.7515830850173462
1062,1.691875,1.8941792578885952e-13,6.061373625243505e-10,2,2,5,3,0,5.946200078251443e-09,0.7511199043214041
1063,1.6921875000000002,1.894310717402009e-13,6.061794295686429e-10,2,2,5,3,0,5.9300103531487465e-09,0.7506560448777164
1064,1.6925000000000001,1.8947958978741963e-13,6.063346873197428e-10,2,2,5,3,0,5.913863663178238e-09,0.7501915069077559
1065,1.6928125,1.8954797583944916e-13,6.065535226862373e-10,2,2,5,3,0,5.897759901574846e-09,0.7497262906382217
1066,1.6931250000000002,1.8966520519934915e-13,6.069286566379173e-10,2,2,5,3,0,5.8816989617655144e-09,0.7492603963009892
1067,1.6934375000000002,1.896987883616419e-13,6.07036122757254e-10,2,2,5,3,0,5.865680737368991e-09,0.7487938241330577
1068,1.69375,1.8973792806006862e-13,6.071613697922196e-10,2,2,5,3,0,5.849705122195518e-09,0.7483265743764999
1069,1.6940625,1.8978538901016917e-13,6.073132448325413e-10,2,2,5,3,0,5.8337720102466804e-09,0.7478586472784081
1070,1.6943750000000002,1.8984363777188595e-13,6.07499640870035e-10,2,2,5,3,0,5.817881295715133e-09,0.7473900430908437
1071,1.6946875000000001,1.8986700232870302e-13,6.075744074518497e-10,2,2,5,3,0,5.802032872984428e-09,0.7469207620707834
1072,1.695,1.899692696986227e-13,6.079016630355927e-10,2,2,5,3,0,5.786226636628827e-09,0.7464508044800665
1073,1.6953125,1.8998252407018135e-13,6.079440770245803e-10,2,2,5,3,0,5.7704624814131564e-09,0.7459801705853426
1074,1.6956250000000002,1.900509914373738e-13,6.081631725995962e-10,2,2,5,3,0,5.754740302292599e-09,0.7455088606580181
1075,1.6959375,1.9008977877009448e-13,6.082872920643023e-10,2,2,5,3,0,5.739059994412608e-09,0.7450368749742028
1076,1.69625,1.9012607243781843e-13,6.08403431801019e-10,2,2,5,3,0,5.72342145310879e-09,0.7445642138146569
1077,1.6965625000000002,1.9024977990569902e-13,6.087992956982369e-10,2,2,5,3,0,5.707824573906721e-09,0.7440908774647371
1078,1.6968750000000001,1.9061358394467653e-13,6.099634686229649e-10,2,2,5,3,0,5.6922692525219384e-09,0.7436168662143429
1079,1.6971875,1.9098015269919388e-13,6.111364886374204e-10,2,2,5,3,0,5.676755384859787e-09,0.7431421803578633
1080,1.6975000000000002,1.9137491071019586e-13,6.123997142726267e-10,2,2,5,3,0,5.661282867015393e-09,0.7426668201941232
1081,1.6978125000000002,1.9175210464600356e-13,6.136067348672114e-10,2,2,5,3,0,5.645851595273588e-09,0.7421907860263289
1082,1.698125,1.9216301726937557e-13,6.149216552620018e-10,2,2,5,3,0,5.630461466108871e-09,0.741714078162015
1083,1.6984375,1.9248789845036085e-13,6.159612750411547e-10,2,2,5,3,0,5.615112376185348e-09,0.7412366969129901
1084,1.69875,1.9284292045174123e-13,6.170973454455719e-10,2,2,5,3,0,5.599804222356727e-09,0.7407586425952839
1085,1.6990625000000001,1.932191386055937e-13,6.183012435378998e-10,2,2,5,3,0,5.584536901666324e-09,0.740279915529093
1086,1.699375,1.9360262091400182e-13,6.195283869248058e-10,2,2,5,3,0,5.569310311347069e-09,0.7398005160387269
1087,1.6996875,1.9393639255280148e-13,6.205964561689647e-10,2,2,5,3,0,5.554124348821443e-09,0.7393204444525552
1088,1.7000000000000002,1.9431770645686464e-13,6.218166606619668e-10,2,2,5,3,0,5.5389789117015806e-09,0.7388397011029538
1089,1.7003125000000001,1.9470086350462101e-13,6.230427632147872e-10,2,2,5,3,0,5.5238738977892646e-09,0.7383582863262522
1090,1.700625,1.9508748999932934e-13,6.242799679978539e-10,2,2,5,3,0,5.508809205075957e-09,0.7378762004626797
1091,1.7009375000000002,1.954464693386393e-13,6.254287018836457e-10,2,2,5,3,0,5.493784731742895e-09,0.7373934438563127
1092,1.7012500000000002,1.9573025925728738e-13,6.263368296233196e-10,2,2,5,3,0,5.4788003761611195e-09,0.7369100168550221
1093,1.7015625,1.9609617749050123e-13,6.275077679696039e-10,2,2,5,3,0,5.463856036891514e-09,0.7364259198104206
1094,1.701875,1.9647353405663481e-13,6.287153089812314e-10,2,2,5,3,0,5.4489516126849164e-09,0.7359411530778107
1095,1.7021875000000002,1.9683582021257084e-13,6.298746246802267e-10,2,2,5,3,0,5.434087002482213e-09,0.7354557170161322
1096,1.7025000000000001,1.972361076546525e-13,6.31155544494888e-10,2,2,5,3,0,5.419262105414409e-09,0.7349696119879108
1097,1.7028125,1.975773602884423e-13,6.322475529230154e-10,2,2,5,3,0,5.4044768208027244e-09,0.7344828383592062
1098,1.703125,1.9789476047443744e-13,6.332632335181998e-10,2,2,5,3,0,5.389731048158724e-09,0.7339953964995615
1099,1.7034375000000002,1.982349831161634e-13,6.343519459717228e-10,2,2,5,3,0,5.375024687184432e-09,0.7335072867819514
1100,1.70375,1.9863174690118446e-13,6.356215900837903e-10,2,2,5,3,0,5.360357637772412e-09,0.7330185095827327
1101,1.7040625,1.9895619440130075e-13,6.366598220841624e-10,2,2,5,3,0,5.345729800005915e-09,0.7325290652815936
1102,1.7043750000000002,1.9930785537594642e-13,6.377851372030285e-10,2,2,5,3,0,5.331141074159041e-09,0.7320389542615034
1103,1.7046875000000001,1.996713883643808e-13,6.389484427660186e-10,2,2,5,3,0,5.31659136069685e-09,0.7315481769086644
1104,1.705,2.0000174476633714e-13,6.400055832522789e-10,2,2,5,3,0,5.302080560275485e-09,0.7310567336124613
1105,1.7053125000000002,2.0032559595525856e-13,6.410419070568274e-10,2,2,5,3,0,5.2876085737423724e-09,0.7305646247654133
1106,1.7056250000000002,2.0068934578412745e-13,6.422059065092078e-10,2,2,5,3,0,5.27317530213631e-09,0.7300718507631266
1107,1.7059375,2.0101178751022464e-13,6.432377200327188e-10,2,2,5,3,0,5.258780646687685e-09,0.7295784120042458
1108,1.70625,2.0133867446522902e-13,6.442837582887329e-10,2,2,5,3,0,5.244424508818603e-09,0.7290843088904068
1109,1.7065625,2.0169803327529934e-13,6.454337064809579e-10,2,2,5,3,0,5.230106790143026e-09,0.7285895418261902
1110,1.7068750000000001,2.02051428973421e-13,6.465645727149472e-10,2,2,5,3,0,5.21582739246701e-09,0.7280941112190751
1111,1.7071875,2.023730033377802e-13,6.475936106808966e-10,2,2,5,3,0,5.201586217788799e-09,0.7275980174793933
1112,1.7075,2.0268785564866998e-13,6.486011380757439e-10,2,2,5,3,0,5.187383168299046e-09,0.7271012610202839
1113,1.7078125000000002,2.0307101269642636e-13,6.498272406285643e-10,2,2,5,3,0,5.173218146380972e-09,0.7266038422576488
1114,1.7081250000000001,2.0338223293003832e-13,6.508231453761226e-10,2,2,5,3,0,5.159091054610533e-09,0.7261057616101084
1115,1.7084375,2.0368429165529278e-13,6.517897332969369e-10,2,2,5,3,0,5.145001795756623e-09,0.7256070194989583
1116,1.7087500000000002,2.0401096176986266e-13,6.528350776635605e-10,2,2,5,3,0,5.130950272781246e-09,0.725107616348126
1117,1.7090625000000002,2.0437070005069335e-13,6.539862401622187e-10,2,2,5,3,0,5.116936388839662e-09,0.7246075525841288
1118,1.709375,2.046568752141209e-13,6.549020006851869e-10,2,2,5,3,0,5.102960047280624e-09,0.7241068286360318
1119,1.7096875,2.0501634244440847e-13,6.560522958221071e-10,2,2,5,3,0,5.089021151646518e-09,0.723605444935407
1120,1.7100000000000002,2.0534604832506131e-13,6.571073546401962e-10,2,2,5,3,0,5.075119605673568e-09,0.7231034019162922
1121,1.7103125000000001,2.0566550849518417e-13,6.581296271845893e-10,2,2,5,3,0,5.061255313292008e-09,0.7226007000151515
1122,1.710625,2.06004592724629e-13,6.592146967188128e-10,2,2,5,3,0,5.047428178626241e-09,0.7220973396708361
1123,1.7109375,2.0630844038346807e-13,6.601870092270978e-10,2,2,5,3,0,5.03363810599507e-09,0.7215933213245456
1124,1.7112500000000002,2.0660475283720836e-13,6.611352090790668e-10,2,2,5,3,0,5.0198849999118335e-09,0.7210886454197896
1125,1.7115625,2.0691082311050102e-13,6.621146339536033e-10,2,2,5,3,0,5.00616876508463e-09,0.7205833124023512
1126,1.711875,2.0723922794854688e-13,6.6316552943535e-10,2,2,5,3,0,4.9924893064164174e-09,0.7200773227202502
1127,1.7121875000000002,2.0756047705225433e-13,6.641935265672139e-10,2,2,5,3,0,4.9788465290052786e-09,0.7195706768237066
1128,1.7125000000000001,2.0786649311543837e-13,6.651727779694028e-10,2,2,5,3,0,4.965240338144543e-09,0.7190633751651062
1129,1.7128125,2.0816307661972178e-13,6.661218451831097e-10,2,2,5,3,0,4.951670639322945e-09,0.718555418198966
1130,1.7131250000000002,2.0845158281782017e-13,6.670450650170245e-10,2,2,5,3,0,4.938137338224835e-09,0.7180468063819001
1131,1.7134375000000002,2.0872198283963805e-13,6.679103450868418e-10,2,2,5,3,0,4.924640340730331e-09,0.7175375401725873
1132,1.71375,2.0910112833935623e-13,6.6912361068594e-10,2,2,5,3,0,4.911179552915453e-09,0.7170276200317378
1133,1.7140625,2.094021028624382e-13,6.700867291598023e-10,2,2,5,3,0,4.897754881052305e-09,0.7165170464220629
1134,1.714375,2.097151662397434e-13,6.710885319671789e-10,2,2,5,3,0,4.884366231609238e-09,0.7160058198082438
1135,1.7146875000000001,2.1001277973609067e-13,6.720408951554901e-10,2,2,5,3,0,4.871013511250987e-09,0.7154939406569012
1136,1.715,2.1032134367438005e-13,6.730282997580161e-10,2,2,5,3,0,4.857696626838818e-09,0.7149814094365664
1137,1.7153125,2.1060160993596755e-13,6.739251517950962e-10,2,2,5,3,0,4.844415485430702e-09,0.7144682266176532
1138,1.7156250000000002,2.1091825118044194e-13,6.749384037774142e-10,2,2,5,3,0,4.831169994281401e-09,0.7139543926724293
1139,1.7159375000000001,2.1117661655814524e-13,6.757651729860648e-10,2,2,5,3,0,4.817960060842646e-09,0.7134399080749904
1140,1.71625,2.1151071345759664e-13,6.768342830643093e-10,2,2,5,3,0,4.8047855927632526e-09,0.7129247733012334
1141,1.7165625000000002,2.1176457939628412e-13,6.776466540681092e-10,2,2,5,3,0,4.7916464978892425e-09,0.712408988828832
1142,1.7168750000000002,2.1209650789139056e-13,6.787088252524498e-10,2,2,5,3,0,4.778542684263981e-09,0.7118925551372111
1143,1.7171875,2.1237053999048627e-13,6.795857279695561e-10,2,2,5,3,0,4.7654740601282796e-09,0.7113754727075239
1144,1.7175,2.126696171597664e-13,6.805427749112525e-10,2,2,5,3,0,4.752440533920493e-09,0.7108577420226291
1145,1.7178125000000002,2.1292857884866456e-13,6.813714523157266e-10,2,2,5,3,0,4.739442014276637e-09,0.7103393635670682
1146,1.7181250000000001,2.132437564202061e-13,6.823800205446595e-10,2,2,5,3,0,4.726478410030483e-09,0.7098203378270453
1147,1.7184375,2.1349529132422274e-13,6.831849322375128e-10,2,2,5,3,0,4.713549630213685e-09,0.7093006652904061
1148,1.71875,2.1375712614887799e-13,6.840228036764096e-10,2,2,5,3,0,4.700655584055796e-09,0.7087803464466186
1149,1.7190625000000002,2.1407414686411275e-13,6.850372699651608e-10,2,2,5,3,0,4.687796180984396e-09,0.708259381786754
1150,1.719375,2.1432985594649345e-13,6.85855539028779e-10,2,2,5,3,0,4.674971330625169e-09,0.7077377718034699
1151,1.7196875,2.146495329570508e-13,6.868785054625626e-10,2,2,5,3,0,4.6621809428019475e-09,0.7072155169909924
1152,1.7200000000000002,2.1489163530216682e-13,6.876532329669338e-10,2,2,5,3,0,4.6494249275367886e-09,0.7066926178451008
1153,1.7203125000000001,2.1517325681646993e-13,6.885544218127038e-10,2,2,5,3,0,4.636703195050013e-09,0.7061690748631121
1154,1.720625,2.154275564360264e-13,6.893681805952845e-10,2,2,5,3,0,4.624015655760276e-09,0.7056448885438661
1155,1.7209375000000002,2.1571747209694903e-13,6.902959107102369e-10,2,2,5,3,0,4.611362220284594e-09,0.705120059387713
1156,1.7212500000000002,2.1602272921861232e-13,6.912727334995594e-10,2,2,5,3,0,4.598742799438392e-09,0.7045945878965003
1157,1.7215625,2.1631091015605897e-13,6.921949124993887e-10,2,2,5,3,0,4.5861573042354974e-09,0.704068474573561
1158,1.721875,2.1655425933367334e-13,6.929736298677547e-10,2,2,5,3,0,4.5736056458881995e-09,0.7035417199237033
1159,1.7221875,2.1683246561113312e-13,6.93863889955626e-10,2,2,5,3,0,4.561087735807249e-09,0.7030143244532006
1160,1.7225000000000001,2.171046545665356e-13,6.947348946129139e-10,2,2,5,3,0,4.5486034856018354e-09,0.702486288669782
1161,1.7228125,2.173699588381428e-13,6.95583868282057e-10,2,2,5,3,0,4.536152807079637e-09,0.7019576130826255
1162,1.723125,2.1763596784116213e-13,6.964350970917188e-10,2,2,5,3,0,4.5237356122467785e-09,0.70142829820235
1163,1.7234375000000002,2.1788679801376665e-13,6.972377536440533e-10,2,2,5,3,0,4.511351813307829e-09,0.7008983445410089
1164,1.7237500000000001,2.1810548159195697e-13,6.979375410942623e-10,2,2,5,3,0,4.499001322665768e-09,0.700367752612086
1165,1.7240625,2.1838081473365967e-13,6.988186071477109e-10,2,2,5,3,0,4.486684052921949e-09,0.6998365229304901
1166,1.7243750000000002,2.1864969687243607e-13,6.996790299917954e-10,2,2,5,3,0,4.4743999168761e-09,0.6993046560125527
1167,1.7246875000000002,2.1888263770919458e-13,7.004244406694227e-10,2,2,5,3,0,4.462148827526228e-09,0.6987721523760244
1168,1.725,2.1915683243861617e-13,7.013018638035717e-10,2,2,5,3,0,4.449930698068603e-09,0.6982390125400748
1169,1.7253125,2.1944626020856117e-13,7.022280326673958e-10,2,2,5,3,0,4.437745441897677e-09,0.6977052370252911
1170,1.7256250000000002,2.1966087802860468e-13,7.02914809691535e-10,2,2,5,3,0,4.425592972606031e-09,0.6971708263536792
1171,1.7259375000000001,2.1992992279770696e-13,7.037757529526623e-10,2,2,5,3,0,4.413473203984313e-09,0.696635781048665
1172,1.72625,2.2013201808265825e-13,7.044224578645064e-10,2,2,5,3,0,4.401386050021109e-09,0.6961001016350967
1173,1.7265625,2.2042009059988765e-13,7.053442899196405e-10,2,2,5,3,0,4.389331424902919e-09,0.6955637886392493
1174,1.7268750000000002,2.206573682453361e-13,7.061035783850755e-10,2,2,5,3,0,4.377309243013995e-09,0.6950268425888275
1175,1.7271875,2.208759976134178e-13,7.06803192362937e-10,2,2,5,3,0,4.3653194189362915e-09,0.6944892640129733
1176,1.7275,2.211459639543667e-13,7.076670846539734e-10,2,2,5,3,0,4.35336186744931e-09,0.6939510534422703
1177,1.7278125000000002,2.2140964192271517e-13,7.085108541526886e-10,2,2,5,3,0,4.341436503530028e-09,0.6934122114087532
1178,1.7281250000000001,2.216705551755238e-13,7.093457765616762e-10,2,2,5,3,0,4.329543242352745e-09,0.6928727384459159
1179,1.7284375,2.2186956048428352e-13,7.099825935497073e-10,2,2,5,3,0,4.317681999288954e-09,0.6923326350887204
1180,1.7287500000000002,2.2211475280559112e-13,7.107672089778916e-10,2,2,5,3,0,4.305852689907217e-09,0.6917919018736088
1181,1.7290625000000002,2.2234698891093752e-13,7.11510364515e-10,2,2,5,3,0,4.2940552299730025e-09,0.6912505393385141
1182,1.729375,2.2258177289138925e-13,7.122616732524456e-10,2,2,5,3,0,4.282289535448529e-09,0.6907085480228736
1183,1.7296875,2.2278001925862823e-13,7.128960616276103e-10,2,2,5,3,0,4.270555522492652e-09,0.6901659284676427
1184,1.73,2.2304543195045268e-13,7.137453822414486e-10,2,2,5,3,0,4.2588531074606345e-09,0.6896226812153101
1185,1.7303125000000001,2.2328314327677012e-13,7.145060584856644e-10,2,2,5,3,0,4.247182206904032e-09,0.6890788068099141
1186,1.730625,2.235166804247235e-13,7.152533773591152e-10,2,2,5,3,0,4.235542737570479e-09,0.6885343057970593
1187,1.7309375,2.237511391445235e-13,7.160036452624752e-10,2,2,5,3,0,4.223934616403518e-09,0.6879891787239358
1188,1.7312500000000002,2.2396602801511012e-13,7.166912896483524e-10,2,2,5,3,0,4.212357760542416e-09,0.6874434261393378
1189,1.7315625000000001,2.2418042899471913e-13,7.173773727831012e-10,2,2,5,3,0,4.200812087321963e-09,0.686897048593685
1190,1.731875,2.2439884152236633e-13,7.180762928715723e-10,2,2,5,3,0,4.18929751427226e-09,0.686350046639044
1191,1.7321875000000002,2.246292344840195e-13,7.188135503488624e-10,2,2,5,3,0,4.1778139591185286e-09,0.6858024208291514
1192,1.7325000000000002,2.248083446829141e-13,7.193867029853251e-10,2,2,5,3,0,4.166361339780892e-09,0.6852541717194379
1193,1.7328125,2.2510568712871826e-13,7.203381988118984e-10,2,2,5,3,0,4.154939574374165e-09,0.6847052998670533
1194,1.733125,2.2527243742284653e-13,7.208717997531089e-10,2,2,5,3,0,4.143548581207589e-09,0.6841558058308933
1195,1.7334375000000002,2.2545420391706372e-13,7.214534525346039e-10,2,2,5,3,0,4.1321882787846675e-09,0.6836056901716268
1196,1.7337500000000001,2.2574162591298963e-13,7.223732029215668e-10,2,2,5,3,0,4.120858585802899e-09,0.6830549534517251
1197,1.7340625,2.259345054794748e-13,7.229904175343194e-10,2,2,5,3,0,4.109559421153529e-09,0.6825035962354915
1198,1.734375,2.2612895713911008e-13,7.236126628451522e-10,2,2,5,3,0,4.0982907039213115e-09,0.6819516190890929
1199,1.7346875000000002,2.2632248722689874e-13,7.24231959126076e-10,2,2,5,3,0,4.087052353384276e-09,0.6813990225805916
1200,1.735,2.2656524009331824e-13,7.250087682986184e-10,2,2,5,3,0,4.075844289013479e-09,0.6808458072799798
1201,1.7353125,2.2674017611384878e-13,7.255685635643161e-10,2,2,5,3,0,4.064666430472728e-09,0.6802919737592138
1202,1.7356250000000002,2.2700076410600567e-13,7.264024451392181e-10,2,2,5,3,0,4.053518697618315e-09,0.6797375225922504
1203,1.7359375000000001,2.2719906468335327e-13,7.270370069867305e-10,2,2,5,3,0,4.042401010498786e-09,0.6791824543550843
1204,1.73625,2.273610444879226e-13,7.275553423613523e-10,2,2,5,3,0,4.0313132893546525e-09,0.6786267696257864
1205,1.7365625000000002,2.275975089817417e-13,7.283120287415734e-10,2,2,5,3,0,4.020255454618116e-09,0.678070468984544
1206,1.7368750000000002,2.277831243936712e-13,7.289059980597479e-10,2,2,5,3,0,4.009227426912795e-09,0.6775135530137016
1207,1.7371875,2.279510131000806e-13,7.294432419202579e-10,2,2,5,3,0,3.998229127053441e-09,0.6769560222978034
1208,1.7375,2.2817896660684567e-13,7.301726931419061e-10,2,2,5,3,0,3.9872604760457e-09,0.6763978774236367
1209,1.7378125,2.2835596261150393e-13,7.307390803568126e-10,2,2,5,3,0,3.97632139508578e-09,0.6758391189802773
1210,1.7381250000000001,2.2852547762117204e-13,7.312815283877505e-10,2,2,5,3,0,3.9654118055601815e-09,0.6752797475591349
1211,1.7384375,2.287223687356954e-13,7.319115799542253e-10,2,2,5,3,0,3.95453162904541e-09,0.6747197637540012
1212,1.73875,2.289686452591755e-13,7.326996648293616e-10,2,2,5,3,0,3.943680787307696e-09,0.6741591681610983
1213,1.7390625000000002,2.291522006869773e-13,7.332870421983273e-10,2,2,5,3,0,3.932859202302669e-09,0.6735979613791285
1214,1.7393750000000001,2.293309314151115e-13,7.338589805283569e-10,2,2,5,3,0,3.922066796175113e-09,0.6730361440093259
1215,1.7396875,2.2951719734834453e-13,7.344550315147025e-10,2,2,5,3,0,3.911303491258625e-09,0.6724737166555085
1216,1.7400000000000002,2.296920249486578e-13,7.35014479835705e-10,2,2,5,3,0,3.900569210075358e-09,0.6719106799241324
1217,1.7403125000000002,2.298727072407025e-13,7.355926631702481e-10,2,2,5,3,0,3.889863875335673e-09,0.6713470344243468
1218,1.740625,2.300906318773721e-13,7.362900220075907e-10,2,2,5,3,0,3.879187409937897e-09,0.67078278076805
1219,1.7409375,2.302409565085872e-13,7.367710608274791e-10,2,2,5,3,0,3.8685397369679815e-09,0.6702179195699471
1220,1.7412500000000002,2.3044381073505926e-13,7.374201943521896e-10,2,2,5,3,0,3.8579207796992136e-09,0.6696524514476092
1221,1.7415625000000001,2.305953279886641e-13,7.379050495637252e-10,2,2,5,3,0,3.84733046159192e-09,0.6690863770215332
1222,1.741875,2.3079259857394785e-13,7.385363154366331e-10,2,2,5,3,0,3.836768706293157e-09,0.6685196969152033
1223,1.7421875,2.309504042001531e-13,7.3904129344049e-10,2,2,5,3,0,3.826235437636414e-09,0.6679524117551536
1224,1.7425000000000002,2.311247981195974e-13,7.395993539827117e-10,2,2,5,3,0,3.815730579641321e-09,0.667384522171032
1225,1.7428125,2.313074319755526e-13,7.401837823217683e-10,2,2,5,3,0,3.8052540565133185e-09,0.6668160287956653
1226,1.743125,2.314702249317513e-13,7.407047197816041e-10,2,2,5,3,0,3.794805792643394e-09,0.6662469322651252
1227,1.7434375000000002,2.3164993144184076e-13,7.412797806138904e-10,2,2,5,3,0,3.7843857126077495e-09,0.6656772332187967
1228,1.7437500000000001,2.317985213495799e-13,7.417552683186557e-10,2,2,5,3,0,3.773993741167533e-09,0.665106932299446
1229,1.7440625,2.3199384037095316e-13,7.423802891870501e-10,2,2,5,3,0,3.763629803268526e-09,0.6645360301532905
1230,1.7443750000000002,2.3215197125781017e-13,7.428863080249926e-10,2,2,5,3,0,3.753293824040829e-09,0.6639645274300708
1231,1.7446875000000002,2.3232452203356124e-13,7.43438470507396e-10,2,2,5,3,0,3.742985728798599e-09,0.663392424783122
1232,1.745,2.32455710496432e-13,7.438582735885824e-10,2,2,5,3,0,3.732705443039737e-09,0.6628197228694473
1233,1.7453125,2.32642410110534e-13,7.444557123537088e-10,2,2,5,3,0,3.722452892445597e-09,0.6622464223497936
1234,1.745625,2.3278476585578134e-13,7.449112507385003e-10,2,2,5,3,0,3.712228002880711e-09,0.6616725238887259
1235,1.7459375000000001,2.3294940195567326e-13,7.454380862581544e-10,2,2,5,3,0,3.7020307003924824e-09,0.661098028154705
1236,1.74625,2.3312401271555205e-13,7.459968406897666e-10,2,2,5,3,0,3.6918609112108975e-09,0.6605229358201649
1237,1.7465625,2.332401849783339e-13,7.463685919306684e-10,2,2,5,3,0,3.681718561748269e-09,0.6599472475615923
1238,1.7468750000000002,2.334358292603589e-13,7.469946536331484e-10,2,2,5,3,0,3.6716035785989205e-09,0.6593709640596064
1239,1.7471875000000001,2.335314558919721e-13,7.473006588543107e-10,2,2,5,3,0,3.661515888538954e-09,0.6587940859990399
1240,1.7475,2.3373273802529404e-13,7.479447616809409e-10,2,2,5,3,0,3.6514554185259315e-09,0.6582166140690214
1241,1.7478125000000002,2.339072945750642e-13,7.485033426402055e-10,2,2,5,3,0,3.6414220956986127e-09,0.6576385489630582
1242,1.7481250000000002,2.340195637100251e-13,7.488626038720803e-10,2,2,5,3,0,3.63141584737669e-09,0.6570598913791205
1243,1.7484375,2.341285802384685e-13,7.492114567630992e-10,2,2,5,3,0,3.621436601060549e-09,0.6564806420197263
1244,1.74875,2.3433365707939413e-13,7.498677026540612e-10,2,2,5,3,0,3.611484284430962e-09,0.6559008015920275
1245,1.7490625000000002,2.3443508419263015e-13,7.501922694164165e-10,2,2,5,3,0,3.601558825348843e-09,0.6553203708078964
1246,1.7493750000000001,2.3461690489695597e-13,7.507740956702591e-10,2,2,5,3,0,3.5916601518550067e-09,0.6547393503840137
1247,1.7496875,2.347435397107023e-13,7.511793270742473e-10,2,2,5,3,0,3.581788192169893e-09,0.6541577410419567
1248,1.75,2.349028090098404e-13,7.516889888314893e-10,2,2,5,3,0,3.5719428746933506e-09,0.6535755435082888
1249,1.7503125000000002,2.3502283019033454e-13,7.520730566090705e-10,2,2,5,3,0,3.562124128004358e-09,0.6529927585146497
1250,1.750625,2.35148868692886e-13,7.524763798172351e-10,2,2,5,3,0,3.552331880860799e-09,0.6524093867978455
1251,1.7509375,2.352978922814941e-13,7.529532553007812e-10,2,2,5,3,0,3.542566062199214e-09,0.6518254290999416
1252,1.7512500000000002,2.3541525716666567e-13,7.533288229333301e-10,2,2,5,3,0,3.5328266011345773e-09,0.6512408861683533
1253,1.7515625000000001,2.3556232919136333e-13,7.537994534123627e-10,2,2,5,3,0,3.523113426960064e-09,0.6506557587559398
1254,1.751875,2.356935176542341e-13,7.54219256493549e-10,2,2,5,3,0,3.5134264691468316e-09,0.6500700476210972
1255,1.7521875000000002,2.3580247997256887e-13,7.545679359122204e-10,2,2,5,3,0,3.503765657343781e-09,0.6494837535278527
1256,1.7525000000000002,2.3594895568607166e-13,7.550366581954293e-10,2,2,5,3,0,3.494130921377343e-09,0.6488968772459586
